,age,job,marital,education,default,housing,loan,contact,month,day_week,campaign,previous,poutcome,subscribed
24416,39,5,2,7,1,1,1,1,8,2,1,0,2,no
24417,39,5,2,7,1,1,1,1,8,2,1,1,1,no
24418,36,5,2,7,1,1,1,1,8,2,2,0,2,no
24419,50,10,2,6,1,3,1,1,8,2,1,0,2,no
24420,49,5,2,7,1,1,1,1,8,2,1,0,2,no
24421,52,1,1,4,1,1,1,1,8,2,2,0,2,no
24422,36,1,2,4,1,1,1,1,8,2,1,0,2,no
24423,46,1,2,4,1,3,3,1,8,2,1,0,2,no
24424,46,1,2,4,1,1,1,1,8,2,1,0,2,no
24425,33,2,2,3,1,3,3,1,8,2,1,0,2,no
24426,36,2,2,3,2,3,1,1,8,2,3,0,2,no
24427,46,10,2,6,1,1,1,1,8,2,3,0,2,no
24428,43,2,2,4,1,3,1,1,8,2,2,0,2,no
24429,56,5,2,7,1,3,1,1,8,2,2,0,2,no
24430,38,1,3,3,1,3,1,1,8,2,1,1,1,no
24431,36,10,2,6,1,1,1,1,8,2,2,0,2,no
24432,33,2,3,3,1,3,1,1,8,2,1,0,2,no
24433,46,1,2,4,1,1,1,1,8,2,1,1,1,no
24434,40,2,2,3,1,3,1,1,8,2,2,0,2,no
24435,42,10,2,6,1,3,3,2,8,2,3,0,2,no
24436,46,1,2,4,1,3,1,1,8,2,1,0,2,no
24437,40,3,1,7,1,1,1,1,8,2,2,0,2,no
24438,53,8,2,4,1,1,3,1,8,2,1,0,2,no
24439,53,8,2,4,1,1,1,1,8,2,1,1,1,no
24440,34,2,2,1,1,1,1,1,8,2,1,0,2,no
24441,34,2,2,1,1,3,1,1,8,2,1,0,2,no
24442,57,1,2,7,1,3,1,1,8,2,2,0,2,no
24443,47,6,2,4,1,3,1,1,8,2,1,0,2,no
24444,32,1,3,4,1,3,1,1,8,2,1,1,1,no
24445,42,1,3,4,1,3,1,1,8,2,1,1,1,no
24446,42,1,3,4,1,3,1,1,8,2,1,1,1,no
24447,40,2,2,3,1,3,1,1,8,2,1,0,2,no
24448,37,1,2,7,1,1,1,1,8,2,1,0,2,no
24449,32,10,2,7,1,3,1,1,8,2,1,0,2,no
24450,38,3,2,4,1,3,1,1,8,2,2,0,2,no
24451,58,5,1,7,1,3,1,1,8,2,1,0,2,no
24452,40,1,3,4,2,1,3,2,8,2,1,0,2,no
24453,54,1,2,4,1,3,1,1,8,2,1,0,2,no
24454,40,1,3,4,2,3,1,1,8,2,1,0,2,no
24455,38,10,3,6,1,3,1,1,8,2,1,1,1,no
24456,40,1,3,4,2,3,1,1,8,2,1,0,2,no
24457,29,1,2,7,1,1,1,1,8,2,1,1,1,no
24458,42,1,2,4,1,3,1,1,8,2,1,0,2,no
24459,46,1,2,7,2,1,1,1,8,2,1,1,1,no
24460,54,6,1,6,1,1,1,1,8,2,1,0,2,no
24461,50,3,2,7,2,3,1,1,8,2,2,0,2,no
24462,53,10,2,7,1,3,1,1,8,2,1,0,2,no
24463,42,1,2,7,1,1,1,1,8,2,1,1,1,no
24464,40,2,2,2,1,1,1,1,8,2,1,1,1,no
24465,42,1,2,7,1,3,1,1,8,2,1,0,2,no
24466,42,1,2,4,2,1,1,1,8,2,1,0,2,no
24467,38,10,2,6,1,3,1,1,8,2,1,1,1,no
24468,42,1,2,7,1,3,1,1,8,2,1,0,2,no
24469,31,10,3,7,1,3,1,1,8,2,1,0,2,yes
24470,37,5,1,8,1,1,3,1,8,2,1,1,1,no
24471,36,2,2,3,1,1,3,1,8,2,1,0,2,no
24472,38,2,2,1,1,3,1,1,8,2,2,0,2,no
24473,46,1,2,7,2,3,3,1,8,2,1,0,2,yes
24474,44,8,1,4,1,3,1,1,8,2,2,0,2,no
24475,48,8,1,4,2,3,1,1,8,2,1,0,2,no
24476,44,5,2,7,1,3,1,1,8,2,1,0,2,no
24477,33,5,2,7,1,3,1,1,8,2,1,0,2,no
24478,33,1,1,7,1,3,1,1,8,2,2,0,2,no
24479,57,10,2,6,1,1,1,1,8,2,2,0,2,no
24480,32,2,2,4,1,1,1,1,8,2,1,0,2,no
24481,47,1,1,7,2,1,1,1,8,2,2,0,2,no
24482,36,7,3,7,1,3,1,1,8,2,2,1,3,no
24483,47,5,2,7,1,1,1,1,8,2,1,0,2,no
24484,53,2,2,3,1,3,3,2,8,2,1,0,2,no
24485,55,10,3,6,1,3,1,1,8,2,1,0,2,no
24486,38,10,2,6,1,3,1,1,8,2,2,0,2,no
24487,36,11,1,4,1,1,1,1,8,2,2,1,1,no
24488,32,2,2,4,1,3,1,2,8,2,1,0,2,yes
24489,42,2,1,3,1,3,1,1,8,2,2,0,2,no
24490,32,1,1,4,1,3,1,1,8,2,1,0,2,no
24491,29,1,2,4,1,3,3,1,8,2,1,1,1,no
24492,55,2,2,3,1,3,1,1,8,2,3,0,2,no
24493,29,1,2,4,1,3,1,1,8,2,1,0,2,no
24494,29,1,3,7,1,3,1,1,8,2,1,0,2,no
24495,45,11,2,3,1,3,1,1,8,2,2,0,2,no
24496,33,2,2,3,1,1,1,1,8,2,2,0,2,no
24497,48,8,2,1,2,3,1,1,8,2,1,0,2,no
24498,29,7,3,7,1,3,1,1,8,2,2,0,2,no
24499,31,7,3,7,1,3,3,1,8,2,3,0,2,no
24500,52,7,2,7,2,1,1,1,8,2,2,0,2,no
24501,52,3,3,7,2,3,1,1,8,2,2,0,2,no
24502,35,2,2,4,1,1,1,1,8,2,2,0,2,yes
24503,48,5,2,8,1,3,3,1,8,2,3,0,2,no
24504,39,11,2,6,1,3,1,1,8,2,1,1,1,no
24505,46,1,2,4,2,1,1,1,8,2,3,0,2,no
24506,43,1,2,7,1,3,1,1,8,2,2,1,1,no
24507,46,7,2,7,1,3,1,1,8,2,3,0,2,no
24508,41,1,2,4,1,3,1,1,8,2,2,0,2,no
24509,31,5,2,7,1,3,1,1,8,2,1,0,2,no
24510,53,4,2,7,1,1,1,1,8,2,1,0,2,no
24511,44,10,3,7,1,1,1,1,8,2,3,0,2,no
24512,47,5,1,7,1,3,1,1,8,2,2,0,2,no
24513,31,5,2,7,1,1,1,1,8,2,1,0,2,no
24514,32,8,2,1,1,1,1,1,8,2,1,0,2,no
24515,32,8,2,1,1,3,3,1,8,2,1,0,2,no
24516,39,2,3,3,1,3,1,1,8,2,2,0,2,no
24517,44,1,3,4,1,1,1,1,8,2,3,0,2,no
24518,38,5,1,7,1,1,1,1,8,2,2,1,1,no
24519,31,10,3,4,1,1,1,1,8,2,1,1,1,no
24520,30,1,1,7,1,1,1,2,8,2,1,0,2,no
24521,35,7,3,6,1,3,1,1,8,2,2,0,2,no
24522,35,5,2,7,1,1,1,1,8,2,1,0,2,no
24523,29,2,2,1,1,3,1,1,8,2,1,0,2,no
24524,32,5,2,4,1,1,3,1,8,2,2,0,2,no
24525,39,11,2,7,2,3,1,1,8,2,1,1,1,no
24526,52,8,1,4,2,1,1,1,8,2,1,0,2,no
24527,53,6,2,1,2,3,1,1,8,2,1,0,2,no
24528,39,1,2,4,1,3,1,1,8,2,1,0,2,no
24529,32,7,3,4,1,3,1,1,8,2,1,1,1,no
24530,46,3,2,7,1,2,2,1,8,2,1,0,2,no
24531,48,3,2,7,2,3,1,1,8,2,1,1,1,no
24532,35,10,2,6,1,3,1,1,8,2,2,0,2,no
24533,40,2,2,1,1,1,3,1,8,2,2,0,2,no
24534,52,8,1,4,2,3,1,1,8,2,1,0,2,no
24535,31,7,3,7,1,3,1,1,8,2,1,0,2,no
24536,35,5,2,3,1,3,1,1,8,2,1,0,2,no
24537,48,10,2,8,2,1,1,1,8,2,1,0,2,no
24538,34,1,2,4,1,3,3,1,8,2,1,0,2,no
24539,34,1,2,4,1,1,1,1,8,2,1,0,2,no
24540,31,7,2,7,1,3,1,2,8,2,1,0,2,no
24541,54,4,3,3,2,1,1,1,8,2,1,1,1,no
24542,31,7,2,7,1,3,3,1,8,2,1,1,1,no
24543,56,8,2,4,1,3,1,1,8,2,1,0,2,no
24544,34,1,2,4,1,3,1,1,8,2,1,0,2,no
24545,31,7,2,7,1,3,1,1,8,2,1,0,2,no
24546,45,1,2,4,1,1,1,1,8,2,1,0,2,no
24547,55,1,2,4,2,3,1,1,8,2,1,0,2,no
24548,48,10,2,6,1,3,1,1,8,2,1,0,2,no
24549,48,10,2,6,1,1,1,2,8,2,1,0,2,no
24550,45,5,2,7,1,3,3,1,8,2,1,0,2,yes
24551,55,1,2,4,2,1,1,1,8,2,1,1,1,no
24552,32,5,3,7,1,3,3,1,8,2,2,0,2,no
24553,50,2,2,2,1,3,1,1,8,2,2,1,1,no
24554,39,10,2,6,1,3,3,1,8,2,1,0,2,no
24555,55,1,1,4,1,3,1,1,8,2,1,1,1,no
24556,55,8,2,4,1,3,1,1,8,2,1,0,2,no
24557,40,10,3,3,2,3,3,1,8,2,1,1,1,no
24558,40,10,3,3,2,3,3,1,8,2,1,0,2,no
24559,39,2,2,3,1,1,1,1,8,2,1,0,2,no
24560,39,8,2,6,1,1,1,1,8,2,1,0,2,no
24561,36,1,2,4,1,3,1,1,8,2,2,0,2,no
24562,53,10,2,7,1,3,1,1,8,2,2,0,2,no
24563,42,1,2,7,1,3,1,1,8,2,2,1,1,no
24564,42,1,1,7,1,3,1,1,8,2,2,0,2,no
24565,46,3,2,1,1,3,1,1,8,2,1,0,2,no
24566,30,1,3,7,1,3,1,1,8,2,1,0,2,no
24567,46,7,2,3,2,1,1,1,8,2,1,1,1,no
24568,35,1,2,7,1,1,1,1,8,2,1,0,2,no
24569,35,1,2,7,1,3,1,1,8,2,1,0,2,no
24570,36,8,2,4,1,3,1,1,8,2,2,0,2,no
24571,35,2,1,4,1,1,3,1,8,2,2,1,1,no
24572,30,2,3,3,1,3,1,1,8,2,2,0,2,no
24573,46,7,2,3,2,3,1,1,8,2,1,0,2,no
24574,42,4,2,7,1,1,1,1,8,2,4,1,1,no
24575,32,2,3,7,1,3,1,1,8,2,2,0,2,no
24576,42,10,2,3,1,1,1,1,8,2,1,0,2,no
24577,34,7,2,7,1,3,1,1,8,2,2,0,2,no
24578,46,7,2,3,2,1,3,1,8,2,1,1,1,no
24579,37,3,2,7,2,1,1,1,8,2,2,1,1,no
24580,46,10,2,4,1,3,1,1,8,2,1,1,1,no
24581,39,5,3,3,1,3,1,1,8,2,3,0,2,no
24582,38,3,2,3,1,3,1,1,8,2,1,0,2,no
24583,34,3,2,2,2,3,1,1,8,2,1,0,2,yes
24584,46,10,2,4,1,3,1,1,8,2,1,0,2,no
24585,42,1,1,4,1,3,1,1,8,2,1,0,2,no
24586,42,1,1,4,1,3,1,2,8,2,1,0,2,no
24587,38,3,2,3,1,3,1,1,8,2,1,0,2,no
24588,44,6,1,6,1,3,1,1,8,2,1,0,2,no
24589,42,1,2,7,1,1,1,1,8,2,2,0,2,no
24590,52,5,2,7,1,3,3,1,8,2,2,0,2,no
24591,32,1,3,4,1,3,1,1,8,2,2,0,2,no
24592,35,3,2,4,1,3,1,1,8,2,2,0,2,no
24593,43,1,1,4,1,1,1,1,8,2,3,0,2,no
24594,31,10,3,7,1,3,3,1,8,2,2,0,2,no
24595,58,7,2,7,1,1,1,1,8,2,2,1,1,no
24596,37,8,3,3,1,3,1,1,8,2,2,0,2,no
24597,51,1,2,4,1,3,1,1,8,2,2,0,2,no
24598,40,1,3,4,2,2,2,1,8,2,2,0,2,no
24599,31,8,3,4,2,3,1,1,8,2,3,0,2,no
24600,42,1,1,4,1,2,2,1,8,2,2,1,1,no
24601,34,3,3,7,1,3,1,1,8,2,2,0,2,no
24602,35,2,2,3,1,3,1,1,8,2,2,1,1,no
24603,49,5,2,4,2,3,1,1,8,2,2,1,1,no
24604,41,10,2,2,1,3,1,2,8,2,2,0,2,no
24605,48,3,2,7,2,3,1,1,8,2,2,0,2,no
24606,46,3,2,7,1,3,3,1,8,2,2,1,1,no
24607,44,3,2,6,1,3,1,2,8,2,3,0,2,no
24608,50,10,2,3,1,3,1,2,8,2,2,0,2,no
24609,50,1,1,7,1,3,1,2,8,2,2,1,1,no
24610,40,2,2,1,1,1,1,1,8,2,2,0,2,no
24611,34,11,2,4,1,3,1,1,8,2,2,0,2,no
24612,31,1,2,4,1,3,1,2,8,2,2,0,2,no
24613,32,2,2,3,1,1,1,1,8,2,2,1,3,yes
24614,34,8,3,4,1,1,1,2,8,2,2,1,1,no
24615,33,10,3,7,1,1,1,1,8,2,2,0,2,no
24616,32,2,3,7,1,1,1,1,8,2,2,0,2,no
24617,39,8,2,6,1,3,3,1,8,2,2,1,1,no
24618,38,1,2,2,1,1,3,2,8,2,2,0,2,no
24619,40,3,1,7,1,3,1,1,8,2,2,0,2,no
24620,36,10,3,6,1,1,1,1,8,2,2,0,2,no
24621,31,4,2,4,2,1,1,1,8,2,2,0,2,no
24622,46,3,2,1,1,1,1,1,8,2,2,0,2,no
24623,36,8,2,4,1,3,1,1,8,2,2,1,1,no
24624,33,2,2,3,1,3,1,2,8,2,3,1,1,no
24625,53,2,2,6,1,3,1,1,8,2,3,1,1,no
24626,43,8,2,4,1,3,3,1,8,2,2,0,2,no
24627,46,2,2,3,1,3,1,1,8,2,2,1,1,no
24628,37,3,2,7,2,3,1,1,8,2,2,1,1,no
24629,38,5,2,7,1,1,1,1,8,2,2,0,2,no
24630,57,2,1,3,1,1,1,1,8,2,2,1,1,no
24631,42,1,2,7,1,3,1,1,8,2,2,0,2,no
24632,51,2,2,1,1,3,3,1,8,2,2,1,1,no
24633,53,2,2,1,2,3,1,1,8,2,4,0,2,no
24634,43,5,1,4,1,3,1,1,8,2,2,0,2,no
24635,43,5,2,7,1,3,1,2,8,2,2,0,2,no
24636,35,5,2,6,1,3,1,1,8,2,3,0,2,no
24637,35,5,2,7,1,3,1,1,8,2,2,0,2,no
24638,40,3,2,3,1,3,1,1,8,2,2,0,2,no
24639,37,5,2,7,1,3,3,1,8,2,2,0,2,no
24640,43,1,3,7,1,1,1,1,8,2,2,0,2,no
24641,36,1,2,7,1,3,1,2,8,2,2,0,2,no
24642,49,1,2,7,1,3,3,2,8,2,2,1,1,no
24643,42,10,2,6,1,3,3,1,8,2,2,1,1,no
24644,57,6,2,7,1,3,3,1,8,2,2,0,2,yes
24645,38,1,3,3,1,3,3,1,8,2,2,0,2,no
24646,55,10,3,6,1,3,1,1,8,2,2,0,2,no
24647,41,1,1,7,1,3,1,2,8,2,2,0,2,no
24648,55,10,3,6,1,1,1,1,8,2,2,0,2,no
24649,51,10,2,4,1,1,1,1,8,2,2,0,2,no
24650,41,2,2,3,2,3,1,2,8,2,4,0,2,no
24651,49,5,2,7,1,3,3,1,8,2,3,0,2,no
24652,48,10,2,6,1,3,1,1,8,2,2,0,2,no
24653,34,5,1,7,1,1,1,1,8,2,2,0,2,no
24654,50,2,2,3,1,3,3,1,8,2,3,0,2,no
24655,46,1,2,7,2,1,1,1,8,2,2,0,2,no
24656,52,5,2,7,1,1,1,2,8,2,4,1,1,no
24657,43,5,2,4,1,3,3,1,8,2,3,0,2,no
24658,35,2,2,4,1,3,3,1,8,2,2,0,2,no
24659,39,4,2,3,1,3,3,1,8,2,2,0,2,no
24660,35,1,2,7,1,1,1,1,8,2,2,0,2,no
24661,43,1,2,7,1,1,1,1,8,2,2,0,2,no
24662,46,3,2,1,1,3,1,1,8,2,2,1,1,no
24663,52,3,3,7,2,3,1,1,8,2,2,0,2,no
24664,53,2,2,6,1,3,3,1,8,2,3,0,2,no
24665,33,9,3,8,1,1,1,1,8,2,2,0,2,no
24666,52,6,2,7,1,3,3,2,8,2,3,0,2,no
24667,53,5,2,7,2,3,1,1,8,2,2,0,2,no
24668,39,2,2,3,1,3,1,1,8,2,4,1,1,no
24669,41,7,2,3,2,3,1,1,8,2,2,0,2,no
24670,31,7,3,7,1,3,1,1,8,2,2,1,1,no
24671,31,8,1,4,1,1,1,2,8,2,2,0,2,no
24672,36,8,2,4,1,1,1,1,8,2,2,0,2,no
24673,37,5,2,4,1,3,1,2,8,2,2,1,1,no
24674,52,3,2,7,1,3,1,1,8,2,2,0,2,no
24675,50,3,2,7,2,3,1,1,8,2,2,0,2,no
24676,35,1,2,4,1,3,1,1,8,2,2,0,2,no
24677,33,5,2,7,1,3,1,1,8,2,2,0,2,no
24678,36,3,2,4,1,3,3,1,8,2,3,0,2,no
24679,45,2,3,3,1,3,3,1,8,2,2,1,1,no
24680,41,10,2,7,1,1,1,1,8,2,2,0,2,no
24681,41,3,2,7,2,3,1,1,8,2,2,0,2,no
24682,35,2,2,4,2,3,1,1,8,2,2,1,1,no
24683,52,1,2,1,1,3,3,1,8,2,3,0,2,no
24684,37,2,2,2,1,3,1,2,8,2,3,0,2,no
24685,46,8,2,4,1,3,1,1,8,2,3,0,2,no
24686,39,8,2,4,1,3,3,1,8,2,3,0,2,no
24687,40,2,2,3,1,3,1,2,8,2,2,0,2,no
24688,30,1,2,7,1,1,1,1,8,2,2,0,2,no
24689,52,5,2,7,1,1,1,2,8,2,3,0,2,no
24690,44,1,2,6,1,1,1,1,8,2,1,1,1,no
24691,53,3,1,7,1,1,1,1,8,2,1,0,2,no
24692,53,3,1,7,1,1,1,1,8,2,1,0,2,no
24693,53,3,1,7,1,3,1,1,8,2,1,0,2,no
24694,44,3,2,7,1,3,1,1,8,2,2,1,1,yes
24695,44,1,2,6,1,1,1,1,8,2,1,1,1,no
24696,53,3,1,7,1,3,1,1,8,2,1,1,1,no
24697,53,3,1,7,1,1,1,2,8,2,1,0,2,no
24698,45,2,1,3,2,1,1,1,8,2,4,1,1,no
24699,35,1,2,7,1,3,1,1,8,2,2,1,1,no
24700,35,1,2,8,1,3,1,1,8,2,2,0,2,no
24701,44,1,2,6,1,3,1,2,8,2,1,0,2,no
24702,57,10,1,6,1,3,1,1,8,2,4,0,2,no
24703,43,1,2,7,1,3,1,1,8,2,2,0,2,no
24704,33,11,2,3,2,3,1,1,8,2,1,0,2,no
24705,52,8,1,4,2,3,3,1,8,2,2,1,1,yes
24706,45,1,2,3,1,3,1,1,8,2,3,0,2,no
24707,30,8,2,3,2,3,1,1,8,2,1,0,2,no
24708,37,3,2,3,2,1,1,2,8,2,1,0,2,no
24709,48,8,2,3,2,3,1,1,8,2,1,0,2,no
24710,30,8,2,3,2,1,1,1,8,2,1,0,2,no
24711,41,5,2,2,2,3,1,1,8,2,4,0,2,no
24712,42,7,2,7,2,1,1,1,8,2,4,1,1,no
24713,51,7,2,1,1,1,1,1,8,2,1,0,2,no
24714,52,5,2,7,1,3,3,1,8,2,3,0,2,no
24715,42,2,1,3,1,3,3,1,8,2,3,1,1,no
24716,45,7,2,7,1,3,1,1,8,2,1,0,2,no
24717,32,3,2,7,1,3,3,2,8,2,1,1,1,no
24718,37,3,2,7,2,3,1,2,8,2,1,0,2,no
24719,40,2,2,2,1,3,1,1,8,2,3,0,2,no
24720,37,3,2,7,2,3,1,2,8,2,1,1,1,no
24721,41,1,2,7,1,1,1,1,8,2,1,0,2,no
24722,33,3,2,3,2,3,3,2,8,2,1,0,2,no
24723,37,3,2,7,2,1,1,1,8,2,1,0,2,yes
24724,50,3,2,7,1,3,1,1,8,2,1,0,2,no
24725,51,6,1,1,1,3,3,1,8,2,1,0,2,no
24726,31,5,3,7,1,1,1,1,8,2,1,0,2,no
24727,58,6,2,6,1,1,1,1,8,2,1,0,2,no
24728,50,3,2,7,1,1,1,1,8,2,1,1,1,no
24729,43,11,2,3,2,3,3,1,8,2,3,0,2,no
24730,33,10,3,7,1,1,1,2,8,2,5,1,1,no
24731,37,3,2,7,2,3,1,1,8,2,1,0,2,no
24732,42,11,2,4,1,3,1,1,8,4,2,0,2,no
24733,50,10,2,6,1,1,3,1,8,4,1,0,2,no
24734,43,1,2,4,1,1,1,1,8,4,1,0,2,no
24735,50,10,2,6,1,2,2,1,8,4,1,0,2,no
24736,36,1,3,7,1,3,1,1,8,4,1,1,1,no
24737,55,1,2,6,2,3,3,2,8,4,2,0,2,yes
24738,56,10,2,6,2,2,2,1,8,4,1,1,1,no
24739,34,1,2,4,1,1,1,1,8,4,1,0,2,no
24740,31,5,2,7,1,3,3,1,8,4,1,1,1,no
24741,51,1,2,7,1,1,1,1,8,4,1,0,2,no
24742,44,10,2,6,1,1,1,2,8,4,1,0,2,no
24743,34,1,1,7,1,1,1,1,8,4,1,0,2,no
24744,35,10,1,6,2,1,1,1,8,4,1,0,2,no
24745,34,1,1,7,1,1,1,1,8,4,1,0,2,no
24746,41,8,3,6,1,3,1,1,8,4,2,0,2,no
24747,37,7,1,3,1,3,1,1,8,4,1,0,2,no
24748,43,5,2,6,1,1,1,1,8,4,1,0,2,no
24749,43,5,2,6,1,3,1,1,8,4,1,0,2,no
24750,50,10,1,6,1,1,1,1,8,4,1,0,2,no
24751,55,2,3,2,1,3,1,1,8,4,2,0,2,no
24752,49,1,1,2,1,1,1,1,8,4,2,0,2,no
24753,39,5,2,7,1,1,1,1,8,4,1,0,2,no
24754,56,6,2,1,1,1,1,1,8,4,1,0,2,no
24755,31,10,2,7,1,2,2,1,8,4,1,1,1,no
24756,31,10,2,7,1,2,2,1,8,4,1,0,2,no
24757,31,1,2,7,1,3,3,1,8,4,1,0,2,no
24758,53,8,1,4,1,3,1,1,8,4,1,0,2,no
24759,47,11,2,4,1,1,1,1,8,4,1,0,2,no
24760,54,7,2,3,1,3,1,1,8,4,4,1,1,no
24761,47,11,2,4,1,3,1,1,8,4,1,1,1,no
24762,40,7,2,3,1,1,1,1,8,4,1,1,1,no
24763,47,5,2,7,1,3,1,1,8,4,2,0,2,no
24764,43,2,2,3,1,3,1,1,8,4,1,0,2,no
24765,43,2,2,3,1,1,1,1,8,4,1,0,2,no
24766,54,1,3,7,1,1,1,1,8,4,1,0,2,no
24767,54,1,3,7,1,3,1,1,8,4,1,1,1,no
24768,41,8,2,7,1,3,1,1,8,4,1,0,2,no
24769,34,3,3,3,1,1,1,1,8,4,1,0,2,no
24770,30,2,3,4,1,3,3,2,8,4,1,1,1,no
24771,35,2,2,6,1,3,1,1,8,4,2,0,2,no
24772,48,1,2,8,2,1,1,1,8,4,1,0,2,no
24773,41,5,2,7,1,3,1,1,8,4,1,0,2,no
24774,36,2,2,3,1,3,3,1,8,4,1,0,2,no
24775,57,5,2,7,1,3,1,1,8,4,1,0,2,no
24776,41,5,2,7,1,3,1,1,8,4,1,0,2,no
24777,37,2,3,4,1,3,1,1,8,4,2,0,2,no
24778,50,10,2,6,1,3,1,1,8,4,1,0,2,yes
24779,36,2,2,1,1,1,1,1,8,4,5,0,2,no
24780,56,1,2,4,2,3,1,1,8,4,1,0,2,no
24781,34,2,2,6,1,1,1,1,8,4,1,0,2,no
24782,34,2,2,6,1,3,3,1,8,4,1,1,1,no
24783,34,2,2,6,1,1,3,1,8,4,1,0,2,no
24784,40,3,2,3,1,1,1,2,8,4,1,0,2,no
24785,34,2,2,6,1,2,2,1,8,4,1,0,2,no
24786,52,10,2,3,1,3,1,1,8,4,1,0,2,no
24787,40,3,2,3,1,3,1,1,8,4,1,1,1,no
24788,40,5,2,7,1,1,1,1,8,4,2,1,1,yes
24789,34,2,2,6,1,1,1,1,8,4,1,1,1,no
24790,35,1,2,4,1,1,1,1,8,4,1,0,2,no
24791,35,1,2,4,1,1,1,1,8,4,1,0,2,no
24792,41,3,2,7,1,3,1,1,8,4,1,0,2,yes
24793,35,1,2,4,1,3,1,1,8,4,1,0,2,no
24794,49,5,2,7,1,3,1,1,8,4,1,0,2,no
24795,32,8,2,4,1,3,1,1,8,4,1,1,1,no
24796,40,10,2,6,1,1,1,1,8,4,1,0,2,no
24797,44,5,1,7,2,1,1,1,8,4,1,0,2,no
24798,44,10,3,6,1,3,3,1,8,4,1,0,2,no
24799,31,3,1,1,1,1,1,1,8,4,1,1,3,no
24800,36,7,3,3,1,1,1,1,8,4,1,0,2,no
24801,40,7,2,3,2,1,1,1,8,4,1,1,1,no
24802,37,10,2,4,1,1,1,1,8,4,1,0,2,no
24803,53,7,2,1,1,3,1,1,8,4,1,0,2,no
24804,32,1,3,7,1,1,1,1,8,4,1,0,2,no
24805,51,1,2,4,1,1,1,1,8,4,1,0,2,no
24806,34,10,2,6,1,3,1,1,8,4,1,0,2,no
24807,35,3,2,3,1,3,1,1,8,4,1,0,2,no
24808,35,1,3,4,1,3,1,1,8,4,1,0,2,no
24809,33,2,2,3,1,3,1,1,8,4,1,0,2,no
24810,51,1,2,4,1,1,3,1,8,4,1,1,1,no
24811,29,1,3,7,1,3,1,1,8,4,1,0,2,no
24812,51,10,2,8,1,1,1,1,8,4,1,0,2,no
24813,30,1,3,7,1,1,1,1,8,4,1,0,2,no
24814,58,10,2,8,1,1,1,1,8,4,1,0,2,no
24815,36,1,2,4,1,3,3,2,8,4,3,0,2,no
24816,33,5,2,7,1,3,1,1,8,4,1,0,2,no
24817,32,2,2,3,1,3,1,2,8,4,1,0,2,no
24818,32,2,2,3,1,1,1,1,8,4,1,0,2,no
24819,35,11,3,2,2,3,1,1,8,4,1,1,1,no
24820,40,2,2,3,1,1,1,1,8,4,1,0,2,no
24821,35,11,3,2,2,3,1,1,8,4,1,0,2,no
24822,51,2,2,3,2,3,1,1,8,4,1,0,2,no
24823,33,1,2,7,1,3,1,1,8,4,1,0,2,no
24824,39,8,1,4,1,3,1,1,8,4,1,0,2,no
24825,32,8,2,2,2,3,1,2,8,4,1,0,2,no
24826,50,4,1,6,1,3,1,1,8,4,1,0,2,no
24827,33,2,2,3,1,2,2,1,8,4,1,1,1,no
24828,56,7,1,4,1,1,1,1,8,4,1,0,2,no
24829,29,2,2,3,1,3,1,1,8,4,1,0,2,no
24830,32,2,2,3,1,3,3,1,8,4,1,0,2,no
24831,40,1,2,4,1,3,1,1,8,4,1,0,2,no
24832,38,10,3,6,1,1,3,1,8,4,1,0,2,no
24833,39,8,1,4,1,3,1,1,8,4,1,0,2,no
24834,33,2,2,3,1,1,1,1,8,4,1,0,2,no
24835,31,1,1,7,1,3,1,2,8,4,1,0,2,no
24836,42,7,1,7,1,3,1,1,8,4,2,0,2,no
24837,43,5,2,7,1,1,1,1,8,4,1,0,2,no
24838,38,2,2,3,1,3,1,1,8,4,1,0,2,no
24839,52,1,2,7,1,3,3,1,8,4,1,0,2,no
24840,43,10,2,6,1,3,1,2,8,4,1,0,2,no
24841,31,2,3,3,1,1,1,1,8,4,1,0,2,no
24842,33,7,2,7,1,3,1,1,8,4,2,0,2,no
24843,43,3,2,1,1,3,1,1,8,4,2,0,2,no
24844,31,1,1,7,1,3,1,1,8,4,1,0,2,no
24845,52,5,2,4,1,3,1,1,8,4,1,1,1,no
24846,40,2,2,1,1,1,1,1,8,4,1,1,1,no
24847,38,2,2,3,1,1,1,1,8,4,1,0,2,no
24848,30,8,2,2,1,2,2,1,8,4,2,0,2,no
24849,38,5,2,7,1,3,3,1,8,4,1,0,2,no
24850,51,1,2,7,1,1,1,1,8,4,2,1,3,no
24851,37,5,1,4,1,3,1,1,8,4,2,0,2,no
24852,33,5,2,7,1,3,1,1,8,4,1,0,2,no
24853,36,4,1,3,1,3,1,1,8,4,1,1,1,no
24854,39,1,2,7,1,1,1,1,8,4,1,0,2,no
24855,36,10,1,4,1,1,1,1,8,4,1,0,2,no
24856,55,3,2,7,2,1,1,1,8,4,1,0,2,no
24857,41,1,2,7,2,3,1,1,8,4,1,0,2,no
24858,33,1,2,4,1,3,1,1,8,4,1,1,1,no
24859,32,8,2,4,2,3,1,1,8,4,1,0,2,no
24860,41,1,2,7,2,3,1,1,8,4,1,0,2,no
24861,46,2,2,3,1,3,1,1,8,4,1,1,1,no
24862,29,1,3,7,1,3,1,1,8,4,1,0,2,no
24863,31,5,3,7,1,3,1,1,8,4,1,0,2,no
24864,31,4,2,7,2,1,1,1,8,4,1,0,2,no
